Unnamed: 0,country,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
152,Papua New Guinea,3388631.0,3478093.0,3571209.0,3668102.0,3768489.0,3871490.0,3975950.0,4081022.0,4186499.0,4292575.0,4399320.0,4506996.0,4615843,4725543,4836216.0,4949053.0,5065664.0,5187063,5314258,5446633,5581767,5716166,5847590,5974627,6098621,6223378,6354247,6494902,6646891,6808503,6976200,7144774,7310512,7472196,7631003.0,7788388.0,7946733.0,8107772.0,8271766.0,8438038.0,8606324.0,8776119.0,8947027.0
153,Paraguay,3013281.0,3095151.0,3181627.0,3272922.0,3368763.0,3468533.0,3571275.0,3676206.0,3783074.0,3891725.0,4001678.0,4112396.0,4223413,4334348,4445019.0,4555518.0,4666096.0,4776838,4887638,4998096,5107840,5216346,5323202,5428442,5531958,5632983,5730556,5824095,5913212,5998430,6081296,6163970,6248017,6333981,6421510.0,6510273.0,6599524.0,6688746.0,6777878.0,6867058.0,6956069.0,7044639.0,7132530.0
154,Peru,16683451.0,17113393.0,17547612.0,17985398.0,18426420.0,18870988.0,19319746.0,19772871.0,20230385.0,20691285.0,21153462.0,21614193.0,22071433,22522383,22966822.0,23408135.0,23851405.0,24299168,24753825,25210957,25658070,26078295,26459944,26799289,27100964,27372217,27624226,27866140,28102055,28333050,28562321,28792663,29027680,29264314,29506790.0,29773986.0,30090372.0,30470739.0,30926036.0,31444299.0,31989265.0,32510462.0,32971846.0
155,Philippines,44838485.0,46079844.0,47357741.0,48672831.0,50023564.0,51408910.0,52827047.0,54275836.0,55755346.0,57263835.0,58794999.0,60340768.0,61895169,63454785,65020124.0,66593904.0,68180846.0,69784087,71401743,73030879,74672009,76325927,77991757,79672869,81365260,83051970,84710544,86326251,87888675,89405482,90901967,92414161,93966784,95570049,97212639.0,98871558.0,100513137.0,102113206.0,103663812.0,105172921.0,106651394.0,108116622.0,109581085.0
156,Poland,34965600.0,35247217.0,35574150.0,35898587.0,36230481.0,36571808.0,36904134.0,37201885.0,37456119.0,37668045.0,37824487.0,37961529.0,38110782,38246193,38363667.0,38461408.0,38542652.0,38594998,38624370,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164.0,38040196.0,38011735.0,37986412.0,37970087.0,37974826.0,37974750.0,37965475.0,37950802.0
157,Portugal,9558250.0,9661265.0,9766312.0,9851362.0,9911771.0,9957865.0,9996232.0,10023613.0,10032734.0,10030031.0,10019610.0,10005000.0,9983218,9960235,9952494.0,9964675.0,9991525.0,10026176,10063945,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844.0,10457295.0,10401062.0,10358076.0,10325452.0,10300300.0,10283822.0,10286263.0,10305564.0
158,Puerto Rico,3129421.0,3168088.0,3206000.0,3242552.0,3277453.0,3311138.0,3344190.0,3377000.0,3409554.0,3441850.0,3473898.0,3505650.0,3537000,3562110,3585176.0,3615497.0,3649237.0,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488.0,3593077.0,3534874.0,3473232.0,3406672.0,3325286.0,3193354.0,3193694.0,3194034.0
159,Qatar,191947.0,205172.0,223622.0,247984.0,277229.0,309299.0,341272.0,370886.0,397739.0,422154.0,443611.0,461688.0,476275,487354,495403.0,501479.0,507044.0,513447,522531,535320,551566,570486,592467,615013,640872,681791,753332,865410,1022704,1218441,1436670,1654944,1856329,2035862,2196078.0,2336579.0,2459202.0,2565708.0,2654379.0,2724727.0,2781682.0,2832071.0,2881060.0
160,Romania,21951464.0,22090488.0,22207282.0,22353070.0,22475741.0,22560478.0,22640547.0,22732999.0,22836841.0,22949430.0,23057662.0,23161458.0,23201835,23001155,22794284.0,22763280.0,22730211.0,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035.0,19983693.0,19908979.0,19815616.0,19702267.0,19588715.0,19473970.0,19371648.0,19286123.0
161,Russian Federation,137060000.0,138027000.0,139010000.0,139941000.0,140823000.0,141668000.0,142745000.0,143858000.0,144894000.0,145908000.0,146857000.0,147721000.0,147969407,148394216,148538197.0,148458777.0,148407912.0,148375787,148160129,147915361,147670784,147214776,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721.0,143506995.0,143819667.0,144096870.0,144342397.0,144496739.0,144477859.0,144406261.0,144104080.0
162,Rwanda,4812872.0,4978812.0,5153314.0,5329250.0,5504847.0,5690989.0,5902847.0,6146884.0,6443748.0,6779981.0,7088194.0,7276983.0,7288883,7083928,6702239.0,6263758.0,5936253.0,5836490,6013112,6419898,6962800,7501238,7933688,8231150,8427061,8557160,8680516,8840220,9043342,9273759,9524532,9782770,10039338,10293333,10549668.0,10811538.0,11083629.0,11369066.0,11668829.0,11980960.0,12301969.0,12626938.0,12952209.0
163,Samoa,153986.0,154740.0,155522.0,156410.0,157365.0,158345.0,159243.0,159995.0,160552.0,160962.0,161369.0,161935.0,162797,164000,165490.0,167117.0,168689.0,170050,171165,172065,172839,173606,174454,175394,176410,177481,178597,179722,180874,182045,183270,184553,185944,187469,189089.0,190712.0,192220.0,193510.0,194540.0,195358.0,196128.0,197093.0,198410.0
164,San Marino,20764.0,21122.0,21453.0,21761.0,22043.0,22295.0,22546.0,22794.0,23046.0,23297.0,23548.0,23833.0,24124,24454,24830.0,25208.0,25588.0,25925,26253,26563,26851,27141,27460,27818,28175,28561,28942,29324,29694,30068,30434,30825,31221,31655,32103.0,32554.0,32941.0,33270.0,33503.0,33671.0,33784.0,33864.0,33938.0
165,Sao Tome and Principe,90846.0,93458.0,95788.0,97767.0,99478.0,101064.0,102826.0,104926.0,107429.0,110259.0,113288.0,116313.0,119211,121949,124574.0,127066.0,129426.0,131679,133799,135831,137855,139964,142264,144760,147450,150405,153736,157472,161676,166297,171122,175877,180372,184521,188394.0,192076.0,195727.0,199439.0,203221.0,207086.0,211032.0,215048.0,219161.0
166,Saudi Arabia,8646845.0,9137928.0,9691471.0,10311771.0,10988851.0,11701132.0,12418836.0,13118998.0,13794167.0,14445663.0,15070082.0,15666289.0,16233786,16772695,17282686.0,17763297.0,18214475.0,18638790,19033843,19407138,19783301,20194531,20663840,21202646,21805322,22456645,23132686,23816175,24498313,25184589,25888535,26630303,27421468,28267591,29154906.0,30052058.0,30916603.0,31717676.0,32443443.0,33101183.0,33702757.0,34268529.0,34813867.0
167,Senegal,5306685.0,5439069.0,5583157.0,5740441.0,5909734.0,6089567.0,6277420.0,6471329.0,6670665.0,6875746.0,7086624.0,7303511.0,7526306,7755503,7990090.0,8226749.0,8461066.0,8690155,8912872,9130876,9347777,9568717,9797731,10036102,10283694,10541470,10810086,11090123,11382272,11687078,12004700,12335092,12678143,13033814,13401990.0,13782429.0,14174740.0,14578450.0,14993514.0,15419354.0,15854324.0,16296362.0,16743930.0
168,Serbia,7297000.0,7332000.0,7362000.0,7405000.0,7440000.0,7468000.0,7489000.0,7504000.0,7536000.0,7558000.0,7572000.0,7581000.0,7586000,7595636,7646424.0,7699307.0,7734639.0,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077.0,7164132.0,7130576.0,7095383.0,7058322.0,7020858.0,6982604.0,6945235.0,6908224.0
169,Seychelles,62150.0,62686.0,63261.0,64035.0,64413.0,64335.0,64717.0,65244.0,65652.0,68499.0,68755.0,69167.0,69507,70439,70763.0,72253.0,74205.0,75304,76417,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303.0,89949.0,91359.0,93419.0,94677.0,95843.0,96762.0,97625.0,98462.0
170,Sierra Leone,3240841.0,3313506.0,3388494.0,3464113.0,3540164.0,3619854.0,3707513.0,3805304.0,3916685.0,4038154.0,4156636.0,4254434.0,4319763,4348663,4347727.0,4328965.0,4309780.0,4303953,4312660,4335295,4381484,4462374,4584570,4754069,4965770,5201074,5433995,5645629,5829240,5989641,6133599,6272735,6415636,6563238,6712586.0,6863975.0,7017153.0,7171909.0,7328846.0,7488427.0,7650149.0,7813207.0,7976985.0
171,Singapore,2353600.0,2383500.0,2413945.0,2532835.0,2646466.0,2681061.0,2732221.0,2735957.0,2733373.0,2774789.0,2846108.0,2930901.0,3047132,3135083,3230698.0,3313471.0,3419048.0,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437.0,5399162.0,5469724.0,5535002.0,5607283.0,5612253.0,5638676.0,5703569.0,5685807.0
172,Sint Maarten (Dutch part),11481.0,12244.0,13097.0,14030.0,15032.0,16175.0,17517.0,19127.0,21028.0,23157.0,25334.0,27280.0,28814,29852,30458.0,30765.0,30950.0,31164,31434,31731,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640.0,36607.0,37685.0,38825.0,39969.0,40574.0,40654.0,40733.0,40812.0
173,Slovak Republic,4890125.0,4938973.0,4979815.0,5016105.0,5055099.0,5091971.0,5127097.0,5161768.0,5193838.0,5222840.0,5250596.0,5275942.0,5299187,5303294,5305016.0,5325305.0,5346331.0,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579.0,5413393.0,5418649.0,5423801.0,5430798.0,5439232.0,5446771.0,5454147.0,5458827.0
174,Slovenia,1862548.0,1882599.0,1901315.0,1906531.0,1910334.0,1922321.0,1932154.0,1941641.0,1965964.0,1989776.0,1995196.0,1996351.0,1998161,1999429,1996498.0,1991746.0,1989443.0,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159.0,2059953.0,2061980.0,2063531.0,2065042.0,2066388.0,2073894.0,2088385.0,2100126.0
175,Solomon Islands,215299.0,222841.0,230550.0,238423.0,246451.0,254566.0,262691.0,270787.0,278834.0,286871.0,294976.0,303272.0,311869,320781,330004.0,339501.0,349273.0,359276,369517,379998,390702,401592,412665,423949,435434,447016,458549,469918,481086,492133,503366,515182,527861,541522,556066.0,571329.0,587079.0,603133.0,619438.0,636030.0,652856.0,669821.0,686878.0
176,Somalia,5375018.0,5892763.0,6281138.0,6511115.0,6608040.0,6618594.0,6614713.0,6648628.0,6736751.0,6862267.0,7005226.0,7133263.0,7225089,7274026,7295380.0,7315864.0,7372592.0,7491647,7682683,7936122,8235064,8553595,8872250,9186719,9501335,9815412,10130251,10446856,10763904,11080122,11397188,11717691,12043886,12376305,12715487.0,13063711.0,13423571.0,13797204.0,14185635.0,14589165.0,15008225.0,15442906.0,15893219.0
177,South Africa,27138966.0,27827325.0,28556771.0,29333095.0,30150448.0,30993762.0,31841588.0,32678876.0,33495956.0,34297727.0,35100905.0,35930056.0,36800507,37718952,38672611.0,39633754.0,40564061.0,41435761,42241007,42987456,43682259,44338551,44967713,45571272,46150913,46719203,47291610,47880595,48489464,49119766,49779472,50477013,51216967,52003759,52832659.0,53687125.0,54544184.0,55386369.0,56207649.0,57009751.0,57792520.0,58558267.0,59308690.0
178,South Sudan,4253085.0,4371711.0,4502603.0,4646478.0,4799435.0,4953154.0,5096478.0,5220748.0,5328167.0,5419808.0,5485288.0,5511582.0,5492620,5420179,5305449.0,5185712.0,5111371.0,5118084,5221925,5411653,5661934,5933884,6199396,6447791,6688225,6935665,7213354,7535931,7907407,8315144,8736932,9142258,9508372,9830695,10113648.0,10355030.0,10554882.0,10715657.0,10832520.0,10910774.0,10975924.0,11062114.0,11193729.0
179,Spain,36864898.0,37191330.0,37491165.0,37758631.0,37986012.0,38171525.0,38330364.0,38469512.0,38584624.0,38684815.0,38766939.0,38827764.0,38867322,38966376,39157685.0,39361262.0,39549108.0,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055.0,46620045.0,46480882.0,46444832.0,46484062.0,46593236.0,46797754.0,47133521.0,47351567.0
180,Sri Lanka,14533691.0,14788866.0,15035840.0,15272822.0,15501210.0,15724641.0,15948501.0,16176282.0,16408861.0,16643956.0,16878186.0,17106752.0,17325769,17535732,17736827.0,17924827.0,18094474.0,18242917,18367290,18470897,18564595,18663293,18777606,18911727,19062476,19224036,19387153,19544988,19695977,19842044,19983984,20123508,20261738,20398496,20425000.0,20585000.0,20778000.0,20970000.0,21203000.0,21444000.0,21670000.0,21803000.0,21919000.0
181,St. Kitts and Nevis,43703.0,43452.0,43201.0,42963.0,42733.0,42477.0,42198.0,41874.0,41479.0,41041.0,40633.0,40354.0,40260,40381,40691.0,41141.0,41618.0,42077,42472,42857,43225,43622,44083,44602,45168,45749,46323,46852,47333,47769,48178,48599,49011,49442,49881.0,50328.0,50776.0,51204.0,51629.0,52036.0,52438.0,52834.0,53192.0
182,St. Lucia,114398.0,116148.0,117828.0,119435.0,120987.0,122571.0,124296.0,126246.0,128448.0,130868.0,133364.0,135787.0,138019,140001,141758.0,143402.0,145080.0,146871,148837,150920,153023,154988,156737,158184,159392,160530,161821,163408,165378,167644,170011,172223,174092,175538,176654.0,177505.0,178307.0,179131.0,180028.0,180955.0,181890.0,182795.0,183629.0
